pais,seniority,salario_usd,ingles_avanzado,modalidad,industria,anios_exp,satisfaccion,skill_python,skill_sql,skill_power_bi,skill_tableau,skill_excel,skill_r,skill_dbt_airflow,skill_cloud_aws_gcp_azure,skill_inteligencia_artificial
EEUU,Semi-Senior,9150,True,Remoto 100%,Healthcare,4.0,2.6,0,1,0,1,1,1,1,1,1
Argentina,Junior,800,False,Híbrido,E-commerce,1.8,3.3,0,1,1,0,1,1,0,0,0
EEUU,Semi-Senior,6450,True,Híbrido,Tech/SaaS,4.7,5.0,1,1,0,1,0,0,0,1,1
EEUU,Junior,5850,True,Híbrido,E-commerce,2.4,4.2,1,1,1,1,1,1,0,0,1
EEUU,Semi-Senior,9850,True,Remoto 100%,Tech/SaaS,4.6,4.6,1,1,0,1,1,1,1,1,1
Argentina,Junior,1450,True,Híbrido,Tecnología/SaaS,1.8,3.4,1,1,1,0,1,0,0,0,1
Argentina,Junior,800,False,Remoto 100%,E-commerce,2.3,2.8,1,1,1,0,1,0,0,0,1
EEUU,Senior,13100,True,Híbrido,Healthcare,6.3,2.9,1,1,0,0,0,0,0,1,0
EEUU,Junior,4650,True,Híbrido,Fintech,0.7,3.4,1,1,1,0,0,0,1,0,1
EEUU,Junior,6250,True,Híbrido,Finance,0.8,3.2,1,1,0,1,1,0,0,0,1
EEUU,Senior,12650,True,Remoto 100%,Government,12.6,5.0,1,1,0,1,1,0,1,1,1
Argentina,Semi-Senior,3100,True,Remoto 100%,Fintech,4.3,4.6,1,1,1,0,1,0,1,0,1
Argentina,Semi-Senior,2100,True,Híbrido,Telecomunicaciones,3.1,2.1,1,1,1,1,1,0,0,0,1
Argentina,Senior,5050,True,Híbrido,Telecomunicaciones,10.0,4.0,0,1,1,0,1,0,1,1,1
Argentina,Junior,1250,False,Híbrido,Telecomunicaciones,0.3,4.1,1,0,0,0,1,0,0,0,0
EEUU,Semi-Senior,8000,True,Remoto 100%,Media,5.6,3.7,1,0,1,0,0,0,0,1,1
EEUU,Junior,7100,True,Híbrido,Finance,1.4,5.0,0,0,0,1,1,0,0,1,1
Argentina,Junior,1150,False,Híbrido,Telecomunicaciones,0.8,3.9,1,0,1,1,1,0,0,0,0
Argentina,Semi-Senior,2200,False,Presencial,Retail,3.0,4.0,0,1,1,0,1,0,0,1,1
EEUU,Semi-Senior,9100,False,Remoto 100%,Media,5.8,4.3,1,1,0,1,1,1,1,1,1
Argentina,Semi-Senior,2950,False,Híbrido,Retail,4.5,3.0,0,1,1,0,1,0,0,0,0
Argentina,Senior,3400,True,Híbrido,Consultoría,10.5,2.9,0,1,1,1,1,1,1,1,1
EEUU,Junior,4650,True,Híbrido,Finance,1.7,3.8,1,1,1,1,0,0,0,0,1
EEUU,Semi-Senior,9150,True,Híbrido,Consulting,3.1,2.9,1,1,0,1,1,0,0,1,1
EEUU,Semi-Senior,8050,True,Presencial,Healthcare,2.9,2.9,1,1,0,1,1,0,0,1,1
EEUU,Senior,12750,True,Remoto 100%,E-commerce,9.2,3.9,1,1,1,0,1,0,0,1,1
EEUU,Senior,12850,True,Remoto 100%,Government,10.2,3.4,1,1,0,1,0,0,1,1,1
EEUU,Semi-Senior,7750,True,Híbrido,Fintech,5.1,3.5,1,1,0,0,1,0,1,1,1
EEUU,Senior,14150,True,Híbrido,Tech/SaaS,14.0,3.4,1,1,0,1,1,1,0,1,1
Argentina,Senior,2500,False,Híbrido,Telecomunicaciones,13.8,4.2,1,0,0,0,1,1,1,0,1
Argentina,Semi-Senior,3550,True,Híbrido,Consultoría,5.0,4.4,1,0,1,1,1,1,1,0,1
EEUU,Senior,12300,True,Remoto 100%,Government,11.1,3.8,1,1,1,1,1,0,1,1,1
Argentina,Junior,1150,True,Híbrido,Consultoría,0.2,3.2,0,1,0,1,1,1,0,1,0
EEUU,Junior,5900,True,Remoto 100%,Fintech,0.9,4.6,1,1,0,0,0,1,0,1,1
EEUU,Senior,9800,True,Remoto 100%,Healthcare,14.9,3.0,1,1,0,0,1,0,0,1,1
EEUU,Junior,6100,True,Híbrido,Tech/SaaS,0.9,2.4,1,1,1,1,1,0,1,0,1
EEUU,Semi-Senior,9550,True,Presencial,Consulting,3.8,4.9,0,1,1,0,1,0,1,1,1
EEUU,Semi-Senior,6750,True,Híbrido,Government,4.6,3.9,1,1,0,1,1,0,1,1,1
Argentina,Semi-Senior,2300,False,Híbrido,Manufactura,5.6,3.7,1,1,1,1,1,0,0,0,1
Argentina,Senior,3050,False,Híbrido,Salud,9.4,3.9,1,1,1,1,1,0,0,1,0
Argentina,Senior,3600,True,Híbrido,Gobierno,10.0,2.3,1,1,1,1,1,0,1,1,1
Argentina,Senior,4250,False,Remoto 100%,Salud,11.5,3.4,1,1,1,1,1,1,0,1,1
EEUU,Semi-Senior,10200,True,Híbrido,Healthcare,4.3,4.5,1,0,0,0,1,0,0,0,1
Argentina,Senior,3050,False,Remoto 100%,Telecomunicaciones,11.4,2.5,1,1,1,0,1,0,0,1,1
EEUU,Junior,5500,False,Presencial,Healthcare,1.7,3.1,1,1,1,0,0,0,0,0,0
EEUU,Junior,4750,True,Remoto 100%,Retail,0.9,4.1,1,1,0,0,0,0,0,1,1
Argentina,Junior,900,False,Híbrido,Banca,1.6,3.9,1,1,1,1,1,0,0,0,1
EEUU,Senior,13750,True,Remoto 100%,E-commerce,9.3,2.8,1,0,1,1,1,0,1,1,1
Argentina,Senior,4500,True,Híbrido,Banca,8.6,3.1,0,1,1,0,1,0,1,1,1
Argentina,Senior,5550,True,Híbrido,Telecomunicaciones,14.4,3.7,0,1,0,1,1,0,1,0,1
Argentina,Semi-Senior,2000,False,Híbrido,Retail,4.1,3.3,1,1,1,0,1,1,0,0,1
EEUU,Junior,6100,True,Híbrido,Finance,2.1,4.2,0,1,1,0,1,0,0,1,0
EEUU,Junior,6200,True,Híbrido,Finance,2.0,3.6,1,1,0,0,1,0,0,1,1
Argentina,Semi-Senior,2900,True,Híbrido,E-commerce,3.5,5.0,0,1,1,0,1,0,1,1,0
Argentina,Senior,5450,True,Remoto 100%,Gobierno,10.1,3.7,1,1,1,1,1,0,0,1,1
Argentina,Semi-Senior,2150,True,Remoto 100%,Banca,5.9,3.8,0,1,1,0,0,0,0,0,1
Argentina,Junior,1100,True,Presencial,Telecomunicaciones,1.1,3.3,0,1,1,0,1,0,0,0,0
Argentina,Junior,1100,True,Híbrido,Telecomunicaciones,0.7,3.6,1,0,1,0,0,0,0,0,0
EEUU,Semi-Senior,7150,True,Remoto 100%,Healthcare,3.0,4.1,1,1,1,1,0,0,0,1,0
Argentina,Junior,1600,True,Híbrido,Salud,2.1,3.4,1,1,0,0,1,0,0,0,1
Argentina,Semi-Senior,2100,True,Remoto 100%,Manufactura,2.6,2.0,0,1,1,0,1,0,0,0,1
Argentina,Junior,1000,False,Híbrido,E-commerce,1.7,3.8,0,1,1,0,1,0,1,1,0
EEUU,Semi-Senior,9550,True,Híbrido,Media,5.2,4.8,1,1,0,0,0,1,0,1,0
Argentina,Senior,5800,True,Remoto 100%,Salud,8.8,4.0,1,1,1,1,1,0,0,0,1
EEUU,Junior,6850,True,Remoto 100%,Fintech,1.6,2.2,1,1,0,1,1,1,0,1,0
EEUU,Senior,16950,True,Híbrido,E-commerce,8.6,3.9,1,1,0,1,1,1,0,1,1
EEUU,Semi-Senior,8600,True,Remoto 100%,Manufacturing,4.8,4.8,0,0,1,0,1,1,1,1,0
EEUU,Junior,4900,True,Híbrido,Finance,1.2,4.5,1,1,0,0,0,1,0,1,0
EEUU,Semi-Senior,9500,True,Híbrido,E-commerce,5.5,2.9,1,1,0,1,0,0,1,1,1
Argentina,Senior,6550,True,Híbrido,Tecnología/SaaS,14.5,4.3,0,1,1,1,1,0,0,0,1
EEUU,Junior,5550,False,Presencial,Fintech,2.0,4.1,0,1,0,0,1,0,0,1,0
EEUU,Junior,7050,True,Remoto 100%,Finance,0.1,4.2,0,1,1,0,1,0,0,0,1
Argentina,Senior,4350,False,Remoto 100%,Fintech,13.1,3.4,1,1,1,1,1,0,0,1,1
Argentina,Senior,4700,True,Híbrido,Tecnología/SaaS,12.3,2.6,1,1,0,0,1,1,1,1,0
EEUU,Senior,16400,True,Remoto 100%,Media,14.3,4.8,1,1,1,1,0,0,0,1,1
Argentina,Semi-Senior,2750,True,Remoto 100%,Retail,3.1,3.3,1,1,1,1,1,1,0,0,1
EEUU,Semi-Senior,9700,True,Híbrido,Manufacturing,5.6,4.7,1,1,0,0,1,0,1,1,1
EEUU,Senior,13700,True,Remoto 100%,Finance,9.5,3.7,1,1,1,1,1,0,0,1,1
Argentina,Senior,4250,False,Presencial,Consultoría,7.3,2.9,1,1,1,1,0,0,1,0,0
Argentina,Junior,1300,False,Híbrido,Gobierno,2.2,3.8,0,1,0,1,1,0,0,0,1
Argentina,Semi-Senior,2100,False,Remoto 100%,Fintech,2.9,3.9,1,1,1,1,1,0,0,1,0
EEUU,Junior,5050,True,Remoto 100%,Healthcare,1.5,3.6,1,1,0,0,0,0,1,0,0
Argentina,Junior,800,False,Remoto 100%,Retail,2.1,5.0,1,1,1,1,1,0,0,0,0
EEUU,Senior,11800,True,Híbrido,Fintech,9.0,4.7,1,1,1,0,0,1,0,1,1
EEUU,Semi-Senior,7950,True,Remoto 100%,Fintech,4.8,3.0,1,1,1,0,1,0,0,0,1
EEUU,Senior,11900,True,Híbrido,Healthcare,13.6,2.5,1,1,1,0,1,0,1,1,1
EEUU,Senior,14100,True,Híbrido,Tech/SaaS,6.7,3.0,1,1,0,1,0,0,0,1,1
EEUU,Semi-Senior,8000,True,Presencial,Finance,5.0,5.0,1,1,0,1,1,0,0,0,0
EEUU,Junior,5700,True,Presencial,E-commerce,1.5,3.0,1,0,0,0,1,0,1,0,0
Argentina,Semi-Senior,3350,True,Remoto 100%,Manufactura,5.0,3.1,1,1,0,1,1,0,0,0,0
EEUU,Senior,11650,True,Híbrido,Healthcare,11.7,5.0,1,1,0,1,1,1,1,1,1
EEUU,Junior,6000,True,Híbrido,Tech/SaaS,2.1,3.1,1,1,0,1,1,0,0,0,1
EEUU,Semi-Senior,6950,True,Híbrido,Consulting,5.2,4.4,1,1,0,0,1,1,0,1,1
EEUU,Semi-Senior,8100,True,Híbrido,Consulting,2.8,4.0,1,0,0,0,1,1,1,0,1
Argentina,Senior,3550,False,Remoto 100%,Gobierno,11.5,2.9,1,0,1,1,1,1,0,0,0
EEUU,Junior,6450,True,Remoto 100%,Government,0.8,3.7,1,1,1,0,0,0,0,0,1
Argentina,Semi-Senior,1850,False,Remoto 100%,Tecnología/SaaS,2.8,3.6,1,0,1,1,1,0,0,0,1
Argentina,Junior,800,False,Híbrido,Tecnología/SaaS,1.8,5.0,1,1,1,1,0,0,0,0,1
EEUU,Junior,6050,True,Híbrido,Fintech,1.2,3.5,0,1,0,1,1,0,0,0,1
EEUU,Senior,13650,True,Remoto 100%,Fintech,14.7,3.9,1,1,1,0,1,1,1,1,1
EEUU,Semi-Senior,7100,True,Presencial,Healthcare,5.2,3.2,1,1,0,0,0,0,1,1,0
EEUU,Semi-Senior,8000,True,Híbrido,Retail,5.0,4.4,1,1,1,0,0,1,1,1,1
EEUU,Junior,5950,True,Híbrido,Retail,2.3,4.6,0,1,0,1,0,0,1,0,1
Argentina,Semi-Senior,3350,True,Remoto 100%,Consultoría,3.5,4.1,1,1,1,1,0,0,0,0,0
EEUU,Semi-Senior,8250,True,Remoto 100%,Tech/SaaS,3.0,3.5,1,1,0,1,0,1,1,1,1
Argentina,Semi-Senior,2750,True,Híbrido,E-commerce,3.5,3.2,1,1,1,1,1,0,1,0,0
Argentina,Junior,1150,True,Híbrido,Telecomunicaciones,1.8,3.4,1,1,1,0,1,0,0,0,0
EEUU,Senior,15950,True,Híbrido,Manufacturing,7.8,3.7,1,1,0,1,1,1,1,0,1
Argentina,Semi-Senior,2650,True,Híbrido,Retail,4.7,3.6,0,1,1,1,1,1,1,0,0
EEUU,Semi-Senior,9850,True,Remoto 100%,Media,3.7,3.8,1,1,0,0,1,0,0,1,1
Argentina,Semi-Senior,1850,True,Híbrido,Telecomunicaciones,4.9,4.5,1,1,0,1,1,1,0,0,1
Argentina,Junior,1400,False,Remoto 100%,Retail,2.3,3.4,1,1,1,0,1,0,0,0,0
Argentina,Semi-Senior,2750,False,Remoto 100%,Consultoría,2.5,3.2,0,1,1,0,1,0,0,0,1
EEUU,Senior,13900,True,Remoto 100%,Finance,13.6,3.7,1,1,1,0,1,0,0,0,1
Argentina,Semi-Senior,3350,True,Remoto 100%,Tecnología/SaaS,4.2,3.6,0,1,1,1,1,1,0,1,0
EEUU,Semi-Senior,6650,True,Híbrido,Tech/SaaS,3.2,4.5,1,1,0,1,1,0,0,1,1
Argentina,Junior,1000,False,Presencial,Consultoría,0.2,2.4,1,0,1,1,1,1,0,0,0
Argentina,Senior,5350,True,Remoto 100%,Gobierno,13.8,4.3,1,1,0,0,1,1,1,0,1
Argentina,Semi-Senior,2500,False,Presencial,Retail,4.6,5.0,1,1,0,0,1,0,0,0,0
EEUU,Semi-Senior,9600,True,Remoto 100%,Retail,3.9,3.7,1,1,1,0,1,1,1,1,1
EEUU,Junior,6050,True,Remoto 100%,Tech/SaaS,1.7,3.2,1,1,0,1,0,1,0,0,0
Argentina,Senior,4800,True,Remoto 100%,Retail,11.2,2.7,1,1,1,1,1,0,1,0,0
Argentina,Junior,1100,False,Híbrido,Consultoría,1.0,2.9,0,1,1,0,1,0,0,1,0
EEUU,Senior,15900,True,Remoto 100%,Tech/SaaS,14.2,2.9,1,1,1,0,0,0,1,1,1
EEUU,Junior,4850,False,Híbrido,Healthcare,1.3,4.5,1,0,0,1,0,0,1,1,1
Argentina,Senior,3950,True,Híbrido,Telecomunicaciones,10.5,4.2,1,1,0,1,1,1,0,0,1
EEUU,Senior,9350,True,Híbrido,Fintech,13.0,4.0,1,1,0,0,0,1,1,1,1
Argentina,Semi-Senior,2600,True,Híbrido,Banca,3.9,3.7,1,1,1,1,1,0,0,1,1
EEUU,Semi-Senior,7900,True,Híbrido,Consulting,4.5,3.4,1,1,1,1,0,0,0,1,1
Argentina,Junior,1250,False,Híbrido,Gobierno,0.3,3.6,1,1,1,1,1,0,0,0,0
Argentina,Senior,3100,False,Presencial,Manufactura,7.4,3.9,0,1,1,0,1,0,0,1,1
EEUU,Junior,5250,True,Híbrido,Fintech,0.7,4.4,1,1,1,0,1,0,0,1,0
EEUU,Junior,5500,True,Híbrido,Media,0.6,2.9,1,1,0,0,1,0,0,0,1
EEUU,Semi-Senior,7400,True,Remoto 100%,Tech/SaaS,4.9,4.3,1,1,0,0,1,0,1,0,1
Argentina,Junior,1300,False,Remoto 100%,Fintech,2.3,3.8,0,1,0,1,1,0,1,0,0
EEUU,Senior,12200,True,Híbrido,Government,10.7,4.2,1,1,1,0,0,0,0,1,1
EEUU,Semi-Senior,10500,True,Híbrido,Media,4.5,4.2,1,1,0,0,1,0,0,0,1
EEUU,Junior,4750,True,Híbrido,Consulting,0.2,5.0,1,0,0,1,0,0,0,0,1
EEUU,Semi-Senior,6900,True,Híbrido,Retail,5.3,4.8,1,1,0,1,0,0,0,1,1
Argentina,Senior,5650,True,Híbrido,Retail,8.2,3.4,1,1,1,1,1,0,0,1,1
Argentina,Junior,600,False,Remoto 100%,Tecnología/SaaS,1.8,3.6,0,0,1,1,1,0,0,0,1
EEUU,Semi-Senior,8150,True,Presencial,Finance,5.6,3.7,1,1,0,1,1,0,1,1,1
Argentina,Semi-Senior,2300,False,Híbrido,Banca,5.2,5.0,0,1,1,0,1,0,0,0,1
EEUU,Senior,12050,True,Remoto 100%,Retail,12.7,4.2,1,1,0,1,1,0,1,1,1
Argentina,Junior,900,False,Híbrido,Banca,1.7,5.0,0,1,0,1,1,0,0,1,0
Argentina,Senior,4650,True,Presencial,Manufactura,8.5,4.1,1,1,1,0,1,0,1,0,1
EEUU,Semi-Senior,8650,True,Remoto 100%,Manufacturing,2.6,3.3,0,1,0,0,1,0,1,1,1
Argentina,Semi-Senior,3600,True,Híbrido,Consultoría,3.9,3.5,1,1,1,0,1,0,0,0,0
EEUU,Junior,5350,True,Híbrido,Manufacturing,0.1,4.0,1,1,1,0,1,1,0,0,1
Argentina,Semi-Senior,2100,False,Presencial,Manufactura,5.1,3.6,1,1,1,1,1,0,0,1,1
Argentina,Senior,5800,True,Híbrido,Gobierno,14.8,2.9,1,1,1,1,0,0,1,1,1
EEUU,Junior,5650,True,Remoto 100%,Fintech,1.1,3.8,1,1,0,0,1,0,0,0,1
Argentina,Semi-Senior,2350,False,Remoto 100%,Retail,4.8,4.3,0,0,0,1,1,0,0,0,0
EEUU,Semi-Senior,9200,True,Híbrido,E-commerce,6.0,4.1,1,1,1,1,0,0,1,1,1
Argentina,Senior,3650,False,Remoto 100%,Consultoría,10.0,3.5,1,1,1,1,1,1,1,1,1
Argentina,Semi-Senior,1850,False,Híbrido,Fintech,3.8,3.6,1,1,1,0,1,0,0,1,0
EEUU,Semi-Senior,10350,True,Remoto 100%,Tech/SaaS,5.1,4.9,1,1,0,1,1,1,1,1,1
EEUU,Semi-Senior,8700,True,Híbrido,Consulting,2.5,4.2,1,1,1,0,1,1,1,1,1
Argentina,Semi-Senior,2500,True,Remoto 100%,Retail,4.2,3.0,1,1,1,0,1,0,1,1,1
EEUU,Semi-Senior,10600,True,Presencial,Consulting,2.9,4.8,1,1,0,0,0,1,1,0,1
Argentina,Senior,4300,False,Remoto 100%,Tecnología/SaaS,7.8,2.5,1,1,1,1,1,0,0,1,1
Argentina,Junior,1100,False,Remoto 100%,Retail,1.2,4.4,1,1,1,1,1,0,0,0,0
Argentina,Junior,1000,False,Híbrido,E-commerce,2.1,3.4,1,1,1,1,1,0,0,0,0
Argentina,Semi-Senior,2200,False,Remoto 100%,Telecomunicaciones,6.0,2.2,1,1,1,0,1,1,0,0,1
EEUU,Senior,13150,True,Híbrido,Finance,10.5,3.8,1,1,0,1,1,1,0,1,1
EEUU,Junior,4950,True,Híbrido,Tech/SaaS,1.6,3.7,1,0,1,0,0,1,1,1,1
Argentina,Senior,4650,True,Presencial,Fintech,12.2,2.8,1,1,1,0,1,1,1,0,1
Argentina,Junior,950,True,Híbrido,E-commerce,0.4,4.0,1,0,0,0,1,0,0,0,0
Argentina,Junior,950,False,Híbrido,Consultoría,1.4,3.8,1,1,1,0,1,1,0,0,0
Argentina,Semi-Senior,2900,True,Híbrido,Telecomunicaciones,4.2,3.9,1,1,1,0,1,0,0,0,1
EEUU,Semi-Senior,7250,True,Remoto 100%,Government,4.4,4.1,1,1,1,0,1,0,1,1,1
Argentina,Semi-Senior,2600,True,Presencial,Tecnología/SaaS,2.7,4.4,1,1,1,0,1,0,0,0,1
EEUU,Junior,6400,True,Híbrido,Fintech,2.3,3.6,0,1,1,1,1,0,0,1,1
Argentina,Semi-Senior,3000,True,Híbrido,Consultoría,4.2,3.8,1,1,1,0,0,0,0,0,1
EEUU,Semi-Senior,8000,True,Remoto 100%,Manufacturing,2.6,3.0,1,1,1,0,1,0,0,1,1
EEUU,Semi-Senior,9850,True,Remoto 100%,E-commerce,2.7,3.3,1,1,0,1,1,0,0,1,1
Argentina,Junior,1150,False,Híbrido,Salud,2.4,2.0,1,1,1,0,1,0,0,0,0
EEUU,Junior,7000,False,Remoto 100%,Healthcare,1.6,4.3,1,1,1,0,0,0,0,0,1
Argentina,Senior,5050,True,Remoto 100%,Gobierno,6.7,4.1,1,1,1,0,1,0,0,1,0
EEUU,Semi-Senior,7500,True,Híbrido,Media,3.6,4.0,1,1,1,0,1,1,0,0,1
Argentina,Semi-Senior,2350,True,Remoto 100%,Manufactura,4.1,2.8,1,1,1,1,1,0,1,1,1
Argentina,Junior,1100,False,Híbrido,Manufactura,1.3,2.7,1,1,1,1,1,0,0,0,1
Argentina,Junior,1350,True,Remoto 100%,Fintech,2.3,4.0,0,1,1,0,0,0,0,0,0
Argentina,Junior,1000,False,Presencial,E-commerce,0.2,3.7,0,1,1,0,1,1,0,0,1
EEUU,Semi-Senior,7950,True,Híbrido,Finance,3.5,4.6,1,1,0,0,1,0,0,0,1
EEUU,Semi-Senior,7450,True,Remoto 100%,Fintech,2.9,3.8,1,1,1,0,1,1,0,1,1
EEUU,Junior,4950,True,Remoto 100%,Media,0.5,3.9,1,1,0,1,1,0,0,0,1
EEUU,Senior,14100,True,Remoto 100%,Finance,10.6,3.7,1,1,0,0,1,0,1,1,1
EEUU,Semi-Senior,9500,True,Presencial,Fintech,3.8,3.7,1,1,1,1,0,1,1,1,0
EEUU,Semi-Senior,8900,True,Remoto 100%,Consulting,4.6,4.6,1,1,1,1,0,0,0,1,1
EEUU,Junior,6250,True,Remoto 100%,Consulting,0.1,3.4,1,1,0,0,1,0,0,0,0
Argentina,Junior,1450,False,Remoto 100%,Fintech,0.5,3.5,1,1,1,0,1,0,0,0,1
EEUU,Junior,7250,True,Híbrido,Manufacturing,1.3,3.5,1,0,1,0,1,0,1,0,1
Argentina,Semi-Senior,2350,False,Presencial,Manufactura,3.8,4.8,1,1,0,1,1,0,1,1,1
Argentina,Senior,5500,True,Remoto 100%,Tecnología/SaaS,12.5,3.9,1,1,1,1,1,1,0,1,1
EEUU,Semi-Senior,9000,True,Remoto 100%,E-commerce,5.9,3.8,1,0,0,1,1,0,0,1,1
Argentina,Semi-Senior,1900,False,Híbrido,Banca,5.7,3.4,1,1,1,1,1,1,1,0,1
Argentina,Semi-Senior,2600,False,Remoto 100%,E-commerce,5.2,3.5,1,1,1,1,1,0,0,0,1
EEUU,Semi-Senior,7400,True,Híbrido,Retail,5.0,3.4,1,1,1,1,1,0,0,0,1
Argentina,Junior,1050,False,Presencial,Salud,1.1,2.6,0,0,0,1,1,1,0,0,0
Argentina,Junior,950,False,Presencial,E-commerce,2.0,4.6,0,1,1,1,1,0,0,0,1
Argentina,Senior,4800,True,Remoto 100%,E-commerce,8.4,2.8,1,0,1,0,1,0,1,1,1
EEUU,Senior,13550,True,Remoto 100%,Finance,14.2,4.6,1,1,1,1,1,1,1,1,1
Argentina,Senior,5550,True,Remoto 100%,E-commerce,12.6,3.2,1,1,1,1,0,1,1,1,1
EEUU,Junior,6100,True,Híbrido,Media,1.2,3.9,1,1,0,0,1,1,0,0,1
Argentina,Junior,1150,True,Híbrido,Banca,1.8,3.7,1,1,1,1,1,0,0,0,1
EEUU,Semi-Senior,7700,True,Remoto 100%,Finance,3.8,4.8,1,1,1,1,1,0,1,0,1
EEUU,Semi-Senior,7700,True,Presencial,Tech/SaaS,5.1,4.0,1,1,1,1,0,0,0,0,1
EEUU,Semi-Senior,9000,True,Remoto 100%,Retail,4.4,5.0,1,1,1,1,1,1,1,1,1
Argentina,Junior,950,False,Híbrido,Manufactura,0.7,3.7,0,1,0,0,0,0,1,0,0
Argentina,Junior,950,False,Remoto 100%,Consultoría,1.2,3.8,1,1,0,1,1,0,0,0,0
EEUU,Senior,12950,True,Híbrido,Fintech,11.5,4.0,1,1,0,1,1,0,0,1,1
Argentina,Semi-Senior,1800,False,Remoto 100%,Telecomunicaciones,3.8,2.6,1,1,1,1,1,1,0,0,0
EEUU,Junior,5600,True,Remoto 100%,Media,2.2,3.5,1,1,1,1,0,0,0,1,1
Argentina,Semi-Senior,2750,True,Híbrido,Fintech,4.1,3.4,1,1,0,1,1,0,0,0,1
EEUU,Senior,12000,True,Híbrido,Healthcare,6.8,4.2,1,1,1,1,1,1,1,1,1
EEUU,Semi-Senior,8900,True,Remoto 100%,Consulting,5.4,3.4,1,1,0,1,1,1,1,0,1
EEUU,Senior,13500,True,Remoto 100%,Healthcare,13.3,4.6,1,1,0,1,1,0,1,1,0
Argentina,Senior,3250,True,Remoto 100%,Tecnología/SaaS,6.0,3.9,0,1,1,0,0,1,1,0,0
EEUU,Semi-Senior,7750,True,Híbrido,Healthcare,5.0,4.0,1,1,0,1,0,0,1,0,1
Argentina,Semi-Senior,2150,True,Híbrido,Telecomunicaciones,4.1,2.8,0,1,1,0,0,0,0,0,1
Argentina,Semi-Senior,1850,False,Híbrido,Telecomunicaciones,5.5,1.7,1,1,1,1,1,0,0,0,0
Argentina,Semi-Senior,1600,True,Remoto 100%,Consultoría,4.1,3.4,1,1,1,1,1,0,0,1,1
Argentina,Semi-Senior,2100,False,Remoto 100%,Salud,3.9,2.7,1,1,1,1,1,1,0,1,1
Argentina,Senior,3600,False,Remoto 100%,Consultoría,8.2,3.1,1,1,1,1,1,0,0,1,1
Argentina,Semi-Senior,2600,True,Remoto 100%,Tecnología/SaaS,3.3,3.2,1,0,1,1,1,0,0,0,0
EEUU,Junior,6150,True,Híbrido,Tech/SaaS,0.8,3.5,0,1,0,0,1,0,1,1,1
Argentina,Senior,3550,True,Híbrido,Tecnología/SaaS,13.6,3.0,1,1,0,0,1,0,0,0,1
Argentina,Semi-Senior,2250,True,Remoto 100%,E-commerce,3.1,3.4,1,1,1,1,1,1,0,0,0
EEUU,Semi-Senior,9450,True,Presencial,Fintech,3.4,3.8,0,1,1,0,0,1,1,1,1
Argentina,Junior,950,True,Remoto 100%,Tecnología/SaaS,1.9,2.7,0,1,1,1,1,0,0,1,1
Argentina,Junior,1250,True,Híbrido,E-commerce,1.2,3.1,0,0,0,0,1,0,0,0,1
EEUU,Junior,5350,False,Remoto 100%,Consulting,2.4,4.1,1,1,0,1,1,1,0,1,1
Argentina,Semi-Senior,2700,True,Remoto 100%,Salud,4.1,2.1,0,0,1,0,1,1,0,0,1
Argentina,Junior,1050,False,Remoto 100%,Tecnología/SaaS,2.4,5.0,0,1,1,1,1,0,0,0,0
EEUU,Semi-Senior,8500,True,Híbrido,Healthcare,3.4,3.6,1,1,1,1,1,1,0,1,1
Argentina,Semi-Senior,2600,True,Remoto 100%,Tecnología/SaaS,4.6,4.7,0,1,1,1,1,0,0,0,0
EEUU,Semi-Senior,6650,True,Presencial,Finance,4.2,4.0,1,1,1,0,1,0,0,1,1
Argentina,Junior,800,False,Híbrido,E-commerce,2.4,3.8,1,1,1,0,1,0,0,0,1
EEUU,Junior,5200,True,Remoto 100%,Retail,0.1,3.2,0,1,0,0,0,1,0,1,1
EEUU,Semi-Senior,7850,True,Híbrido,Healthcare,3.9,4.6,1,1,1,1,1,0,0,1,1
Argentina,Semi-Senior,1950,False,Híbrido,Gobierno,3.5,3.6,0,1,0,0,1,1,0,0,1
Argentina,Junior,750,False,Remoto 100%,E-commerce,1.9,2.7,1,1,1,0,1,0,0,1,0
EEUU,Semi-Senior,8900,True,Híbrido,Retail,5.4,3.1,1,1,1,1,1,0,0,1,1
Argentina,Junior,1050,False,Remoto 100%,Salud,1.0,3.0,1,0,1,1,1,0,0,0,1
Argentina,Semi-Senior,3200,True,Remoto 100%,Salud,5.0,3.8,1,1,1,0,0,1,0,0,0
EEUU,Senior,10850,True,Remoto 100%,E-commerce,11.2,4.0,1,1,0,0,1,1,0,1,1
EEUU,Semi-Senior,9150,True,Remoto 100%,Retail,5.3,2.8,1,1,1,1,1,0,1,1,1
Argentina,Semi-Senior,2500,False,Remoto 100%,Salud,2.9,2.3,1,0,0,1,0,0,1,0,0
EEUU,Junior,5250,True,Híbrido,Finance,1.2,3.6,1,1,1,0,1,1,0,0,1
Argentina,Semi-Senior,1800,False,Híbrido,Salud,4.5,2.6,0,1,1,1,1,0,0,0,0
EEUU,Junior,4950,True,Remoto 100%,E-commerce,0.9,4.7,0,1,0,1,1,1,0,0,0
EEUU,Semi-Senior,9650,True,Remoto 100%,Consulting,4.0,4.4,1,1,1,1,1,0,0,1,1
Argentina,Semi-Senior,2450,True,Remoto 100%,Gobierno,5.4,2.7,1,1,1,1,1,0,0,1,0
Argentina,Junior,1450,True,Híbrido,Banca,0.4,4.3,0,1,1,1,1,0,0,0,0
